redshift,scale_factor,system_id,sep_BH1_BH2_com,sep_BH1_BH3_com,sep_BH2_BH3_com,sep_BH1_BH2,sep_BH1_BH3,sep_BH2_BH3,min_separation,max_separation,mean_separation,separation_ratio,min_separation_com,max_separation_com,BH1_mass,BH2_mass,BH3_mass,BH1_Lbol,BH2_Lbol,BH3_Lbol,BH1_id,BH2_id,BH3_id,halo_id,halo_mass
0.21,0.8264462809917356,2,51.69365109856329,53.43683254929365,1.960250506181704,42.722025701291976,44.16267152834186,1.6200417406460363,1.6200417406460363,44.16267152834186,29.501579656759958,27.260205968971377,1.960250506181704,53.43683254929365,4881579.87,1334001160.2,72398187.99,3.693935822149198e+41,1.4139508175524595e+45,4.5356917621941386e+44,1982680313.0,1981809936.0,1981827033.0,69313.0,
0.21,0.8264462809917356,3,1.9092672420630756,98.10409526059057,99.47092751486277,1.5779068116223767,81.07776467817402,82.20737811145683,1.5779068116223767,82.20737811145683,54.95434986708441,52.099007055386636,1.9092672420630756,99.47092751486277,7609167.849,540999789.9,47346765.120000005,8.68171928364995e+40,2.33323641149597e+44,1.1339283525518783e+43,1983297558.0,1981854043.0,1982403296.0,41379.0,
0.25,0.8,0,11.879018196599565,13.143939606613616,1.537844456683843,9.503214557279653,10.515151685290894,1.2302755653470745,1.2302755653470745,10.515151685290894,7.082880602639207,8.546988968544175,1.537844456683843,13.143939606613616,29924640.119999997,19602518.877,500287768.2,1.0027522155099949e+40,2.2513771549225313e+43,3.213322865221874e+43,1981809140.0,1981854043.0,1981937438.0,42166.0,
0.25,0.8,1,2.9529855281450677,7.71481082184923,4.923291683670839,2.3623884225160543,6.1718486574793845,3.938633346936671,2.3623884225160543,6.1718486574793845,4.157623475644036,2.612546098962878,2.9529855281450677,7.71481082184923,465774040.8,15353451.743999999,2981234.208,8.833715397554617e+44,3.8243921627463824e+43,2.352476083382425e+43,1981809606.0,1982495406.0,1983048877.0,46466.0,
0.25,0.8,2,37.974534637066874,4.272870691323491,41.444750577054315,30.3796277096535,3.418296553058793,33.15580046164345,3.418296553058793,33.15580046164345,22.317908241451914,9.69950966716877,4.272870691323491,41.444750577054315,38970207.42,16793056.866,7044153.402,5.695619378808614e+42,9.432553567522616e+43,1.4684361612140306e+43,1982262083.0,1981862314.0,1982909495.0,98120.0,
0.25,0.8,3,5.540285586112565,5.841959163818193,1.4332729053327173,4.4322284688900515,4.673567331054555,1.1466183242661738,1.1466183242661738,4.673567331054555,3.4174713747369263,4.075957301698975,1.4332729053327173,5.841959163818193,1031541.1236,56956012.83,264551483.7,3.3917566154599667e+40,1.8724557408212255e+44,3.9833968209809954e+44,1982276657.0,1981810608.0,1981814168.0,103156.0,
0.25,0.8,4,32.9090564722873,3.158750921807043,30.40853757574505,26.327245177829838,2.5270007374456345,24.32683006059604,2.5270007374456345,26.327245177829838,17.7270253252905,10.418376531398316,3.158750921807043,32.9090564722873,4685118.033,32381060.189999998,144977366.97,3.78464099818773e+42,1.0146748588759192e+44,1.1763828127806537e+43,1983100397.0,1982096180.0,1982312484.0,87343.0,
0.26,0.7936507936507936,0,14.659313068897431,43.15554700716691,55.468409745153316,11.634375451505896,34.25043413267215,44.02254741678834,11.634375451505896,44.02254741678834,29.969119000322127,3.783834173160561,14.659313068897431,55.468409745153316,171529282.79999998,762131355.9,144255593.22,9.41726465807698e+40,1.8783629424707517e+43,1.8511568016625353e+44,1981808997.0,1981808792.0,1982312484.0,87485.0,
0.26,0.7936507936507936,1,3.1754009399171443,3.6652379946308136,1.0738787026148904,2.5201594761247175,2.9089190433577885,0.8522846846149923,0.8522846846149923,2.9089190433577885,2.093787734699166,3.413083792150802,1.0738787026148904,3.6652379946308136,10297849.734,23923066.5,35861702.1,1.943980777010083e+42,1.4542161224287531e+43,1.3552468172845615e+44,1981809491.0,1981811330.0,1981812095.0,2532.0,
0.26,0.7936507936507936,2,4.299482497690144,10.79250423882856,11.431922170045254,3.4122876965794786,8.56547955462584,9.072954103210519,3.4122876965794786,9.072954103210519,7.016907118138612,2.6589065489130257,4.299482497690144,11.431922170045254,14537001.189,760474760.7,81975578.1,7.518679765112913e+41,7.440990457115708e+43,1.4007644714058074e+44,1981809772.0,1981810195.0,1981815303.0,20541.0,
0.26,0.7936507936507936,3,5.037619119376409,45.52101273606809,46.48184085381673,3.9981104122034985,36.12778788576832,36.89034988398153,3.9981104122034985,36.89034988398153,25.672082727317783,9.226946252254692,5.037619119376409,46.48184085381673,70696793.04,1816743355.2,2238713.196,5.991385361535693e+40,2.6044887250782666e+44,1.1353246494145238e+43,1981809775.0,1981810355.0,1984571017.0,54508.0,
0.26,0.7936507936507936,4,17.953016880065075,15.423856482323341,12.507041969368592,14.24842609528974,12.241155938351858,9.926223785213168,9.926223785213168,14.24842609528974,12.138601939618255,1.4354326885633228,12.507041969368592,17.953016880065075,48903207.989999995,461827680.6,5204974.332,1.8541306974998367e+40,2.714904417294147e+43,6.467154575470502e+43,1981826424.0,1981809606.0,1981813937.0,46559.0,
0.26,0.7936507936507936,5,12.01072784802612,10.80607396385612,1.4034546301371136,9.532323688909619,8.576249177663586,1.1138528810612012,1.1138528810612012,9.532323688909619,6.407475249211469,8.55797372434669,1.4034546301371136,12.01072784802612,24305158.59,258735480.6,8742143.571,1.6918328352306515e+41,6.570063819048827e+43,2.6605273136994476e+43,1982096562.0,1981808887.0,1983016276.0,93486.0,
0.26,0.7936507936507936,6,18.130017134782463,9.520221280734093,9.373598498056856,14.38890248792259,7.555731175185787,7.43936388734671,7.43936388734671,14.38890248792259,9.794665850151695,1.9341576384502506,9.373598498056856,18.130017134782463,2232162.477,24934346.19,65594599.29000001,2.408915160251031e+40,1.435482472854924e+44,1.2768999508811114e+43,1982116826.0,1981893765.0,1982015567.0,72419.0,
0.26,0.7936507936507936,7,3.160446097116019,4.489687600514497,1.546517841452029,2.5082905532666815,3.5632441273924575,1.2273951122635152,1.2273951122635152,3.5632441273924575,2.432976597640885,2.903094604003481,1.546517841452029,4.489687600514497,2653120.839,56139263.61,263400627.9,3.032074873245115e+40,1.0955031288124042e+44,3.4062878444375005e+43,1982980301.0,1981810608.0,1981814168.0,103328.0,
0.29,0.7751937984496123,0,5.0752104919923,5.489121602839944,1.5026403276223255,3.9342716992188365,4.2551330254573205,1.1648374632731204,1.1648374632731204,4.2551330254573205,3.1180807293164254,3.6529843515683833,1.5026403276223255,5.489121602839944,17250293.07,247509658.8,7314226.205999999,8.323092882087097e+40,2.341419360551475e+43,2.0799654790227443e+43,1981808859.0,1981808887.0,1982209764.0,93740.0,
0.29,0.7751937984496123,1,2.8528769716417215,1.9519503456204337,3.056629899953728,2.211532536156373,1.5131398028065377,2.369480542599789,1.5131398028065377,2.369480542599789,2.031384293854233,1.5659362989493302,1.9519503456204337,3.056629899953728,816173792.1,455523858.0,67871223.03,5.885120675884344e+44,4.1843986251618497e+43,6.785623912223933e+43,1981809936.0,1981810795.0,1981827033.0,68672.0,
0.31,0.7633587786259541,0,10.678421629173048,9.793748983518235,2.4222565873310726,8.15146689249851,7.47614426222766,1.8490508300237194,1.8490508300237194,8.15146689249851,5.825553994916629,4.408460146222126,2.4222565873310726,10.678421629173048,17143231.623,237331155.6,9049848.165000001,2.6100116744903984e+40,2.6100549705171465e+44,1.6073541690389164e+43,1981808859.0,1981808887.0,1982310818.0,93972.0,
0.31,0.7633587786259541,1,10.026918839894588,19.250723942854457,13.721398076279005,7.654136519003502,14.69520911668279,10.474349676548858,7.654136519003502,14.69520911668279,10.941231770745048,1.9199042348144544,10.026918839894588,19.250723942854457,44430201.839999996,741587186.1,70114197.18,2.752544900548801e+40,3.947894079047059e+43,3.341749704565215e+43,1981813865.0,1981810195.0,1981815303.0,20781.0,
0.34,0.7462686567164178,0,4.560416235676143,9.132091222888075,5.02326863599808,3.4032956982657776,6.814993449916473,3.7487079373119996,3.4032956982657776,6.814993449916473,4.655665695164751,2.002468799108229,4.560416235676143,9.132091222888075,16941732.303,226625010.89999998,8026144.010999999,2.413404417024538e+42,3.3423450249330098e+44,4.571816884512588e+43,1981808859.0,1981808887.0,1982310818.0,94772.0,
0.34,0.7462686567164178,1,9.248861100990789,10.308796743668807,1.666303603046283,6.902135149993126,7.693131898260304,1.2435101515270768,1.2435101515270768,7.693131898260304,5.279592399926835,6.186625729442459,1.666303603046283,10.308796743668807,169592738.94,728569374.3,14790289.02,2.4611707585350445e+42,6.491860370733983e+44,2.8947723484182913e+43,1981808997.0,1981808792.0,1981815280.0,88761.0,
0.34,0.7462686567164178,2,12.123010000151597,13.83178114321547,6.096258224347222,9.047022388172833,10.322224733742887,4.549446436080016,4.549446436080016,10.322224733742887,7.972897852665246,2.268896860040169,6.096258224347222,13.83178114321547,2285085.915,707304426.3000001,3524565.576,2.735578270066652e+41,8.732970955313727e+44,1.3656189216925477e+43,1981904026.0,1981808650.0,1982048609.0,67658.0,
0.36,0.7352941176470589,0,15.566479461382887,11.93637568986196,8.435088964647749,11.445940780428595,8.776746830780853,6.20227129753511,6.20227129753511,11.445940780428595,8.808319636248186,1.8454434240852073,8.435088964647749,15.566479461382887,16791125.499,23835856.32,7585672.869,2.4787029433665975e+40,1.8644297398626844e+44,1.754336061845748e+43,1981808859.0,1982096562.0,1982310818.0,95090.0,
0.36,0.7352941176470589,1,15.483703508261852,1.467685151125773,14.71542177616925,11.385076109016069,1.0791802581807155,10.820163070712685,1.0791802581807155,11.385076109016069,7.761473145969823,10.549744607271686,1.467685151125773,15.483703508261852,729351876.6,42691772.43,63359191.32,2.2496209598375372e+42,1.3360179694047936e+43,1.5678059546056476e+43,1981810195.0,1981813865.0,1981815303.0,21058.0,
0.36,0.7352941176470589,2,10.738573699665585,13.67444133977308,3.093048786882397,7.896010073283518,10.054736279244914,2.274300578589998,2.274300578589998,10.054736279244914,6.74168231037281,4.42102348911091,3.093048786882397,13.67444133977308,13114818.192,100519289.73,224169984.6,2.3384941727442656e+41,3.4021476618796557e+43,1.1124345812728187e+43,1981810643.0,1981809800.0,1981816785.0,82231.0,
0.36,0.7352941176470589,3,61.30834809126769,1.2683481249414605,60.055591287756,45.07966771416742,0.9326089153981328,44.158523005702946,0.9326089153981328,45.07966771416742,30.05693321175617,48.33716145092052,1.2683481249414605,61.30834809126769,830123438.6999999,49614030.69,8008005.09,8.691487949685127e+42,4.4561623730601155e+43,1.0844247579680798e+43,1981815719.0,1981813141.0,1989060646.0,86777.0,
0.36,0.7352941176470589,4,3.656002851430837,10.563624666368971,8.170785689097508,2.6882373907579686,7.76737107821248,6.0079306537481685,2.6882373907579686,7.76737107821248,5.487846374239538,2.889391801823875,3.656002851430837,10.563624666368971,2204247.255,22481908.32,106966670.64,2.517028045044215e+40,1.1720883881275164e+44,1.6702876499198278e+43,1982439654.0,1981883459.0,1982448502.0,14234.0,
0.39,0.7194244604316546,0,10.28578563695713,9.741791522093692,15.453414867988023,7.399845781983546,7.008483109419922,11.117564653228794,7.008483109419922,11.117564653228794,8.508631181544088,1.5863011267425273,9.741791522093692,15.453414867988023,55216587.87,1389102861.6,19876494.237,5.4531075089824416e+41,2.0071875640598458e+43,1.2132737335722203e+43,1981809455.0,1981809013.0,1981819257.0,58887.0,
0.39,0.7194244604316546,1,11.419770596165895,13.457780269600596,3.6217318304957873,8.215662299399924,9.681856309065177,2.6055624679825806,2.6055624679825806,9.681856309065177,6.834360358815893,3.7158411774950024,3.6217318304957873,13.457780269600596,12977173.449000001,99034128.24,221951899.2,1.4670317463463697e+40,2.1991513226569083e+43,4.2755908815013047e+43,1981810643.0,1981809800.0,1981816785.0,82935.0,
0.41,0.7092198581560284,0,9.26269665096195,3.451614947285362,10.382094749516567,6.569288404937553,2.447953863322952,7.363187765614587,2.447953863322952,7.363187765614587,5.460143344625031,3.007894828385163,3.451614947285362,10.382094749516567,97950372.51,12857966.292,220456583.1,3.752060738059331e+42,1.2624688439654344e+43,2.0072606261049843e+43,1981809800.0,1981810643.0,1981816785.0,83223.0,
0.41,0.7092198581560284,1,28.85510299944503,38.09921143196329,13.150689995725042,20.464612056343995,27.02071732763354,9.326730493422016,9.326730493422016,27.02071732763354,18.937353292466515,2.897126420313184,13.150689995725042,38.09921143196329,19598914.985999998,1378181678.1,54948784.92,5.684984792238463e+42,1.1649932517440728e+44,3.820793180522896e+44,1981819257.0,1981809013.0,1981809455.0,59093.0,
0.44,0.6944444444444444,0,7.013454063133191,6.230522495145593,3.3999260547254346,4.870454210509161,4.326751732739995,2.3610597602259964,2.3610597602259964,4.870454210509161,3.8527552344917173,2.0628254703908766,3.3999260547254346,7.013454063133191,16534054.578,220052389.79999998,6046413.192,2.763179487118951e+40,2.8866814034196267e+44,1.7081229652948513e+43,1981808859.0,1981808887.0,1982209764.0,96392.0,
0.44,0.6944444444444444,1,17.30388954682267,64.70179525343313,61.573257869557466,12.016589963071299,44.93180225932856,42.75920685385935,12.016589963071299,44.93180225932856,33.23586635875307,3.7391474950389774,17.30388954682267,64.70179525343313,65101602.93,774512015.7,447149291.40000004,4.355201450685482e+40,1.3581016490483043e+44,5.371332138460828e+44,1981827033.0,1981809936.0,1981810795.0,71085.0,
0.46,0.684931506849315,0,21.63668142254556,21.750657236100512,2.554390379633291,14.819644809962712,14.897710435685282,1.749582451803624,1.749582451803624,14.897710435685282,10.488979232483873,8.515009064206952,2.554390379633291,21.750657236100512,168100210.38,674174513.4000001,10937371.143,4.2938022727524785e+40,5.580695487807525e+44,1.8874713440980097e+43,1981808997.0,1981808792.0,1983251148.0,91108.0,
0.46,0.684931506849315,1,15.305120947845028,25.598379171785016,12.259391174869723,10.482959553318512,17.533136419030832,8.396843270458714,8.396843270458714,17.533136419030832,12.137646414269353,2.0880628415103204,12.259391174869723,25.598379171785016,88623861.0,26874474.03,14857787.309999999,9.581573079588308e+40,2.2126705070091906e+43,1.7455902644425099e+43,1981810819.0,1981967581.0,1982320786.0,87280.0,
0.46,0.684931506849315,2,4.150510855335764,4.330524041354326,1.193445280638546,2.842815654339564,2.966112357092004,0.817428274409963,0.817428274409963,2.966112357092004,2.2087854286138437,3.6285903607053553,1.193445280638546,4.330524041354326,18014019.297,44636479.8,16761995.706000002,4.553686673311569e+42,4.656081776572251e+43,2.571015484398176e+43,1981811283.0,1981826671.0,1981832570.0,99384.0,
0.46,0.684931506849315,3,51.05266896531939,43.786660544189175,10.575974539714823,34.96758148309547,29.99086338643094,7.243818177886864,7.243818177886864,34.96758148309547,24.067421015804427,4.8272306985618,10.575974539714823,51.05266896531939,1416265.4478,32131376.250000004,15853138.200000001,1.909243833549264e+41,4.986457520681574e+44,1.8737275616069686e+43,1984103953.0,1981879344.0,1982125864.0,36616.0,
0.5,0.6666666666666666,0,58.452357813560766,13.125292747502495,66.85265911950835,38.96823854237384,8.750195165001664,44.568439413005564,8.750195165001664,44.568439413005564,30.762291040127025,5.09342232631186,13.125292747502495,66.85265911950835,412388667.6,43570046.64,13112627.981999999,5.015682338736949e+43,3.1776577631876297e+43,2.3109714297404495e+43,1981809606.0,1981981185.0,1982495406.0,49262.0,
0.5,0.6666666666666666,1,23.84317680359859,42.422696469188246,36.15124510131821,15.895451202399059,28.281797646125497,24.100830067545473,15.895451202399059,28.281797646125497,22.75935963869001,1.7792384302911137,23.84317680359859,42.422696469188246,88487072.42999999,25257899.939999998,14691172.061999999,2.110973552179831e+41,1.189918233142967e+43,1.322515021062542e+43,1981810819.0,1981967581.0,1982320786.0,87851.0,
0.5,0.6666666666666666,2,47.04898801136099,21.29671278973641,50.882294803324505,31.365992007573993,14.19780852649094,33.921529868883,14.19780852649094,33.921529868883,26.49511013431598,2.38920885611259,21.29671278973641,50.882294803324505,5354047.989,29338062.060000002,15216045.932999998,4.477675086350876e+40,1.1034046536940425e+44,1.32070199994244e+43,1981816940.0,1981879344.0,1982125864.0,36991.0,
0.5,0.6666666666666666,3,4.547840894113601,31.311352649767016,28.505194240859094,3.031893929409067,20.874235099844675,19.003462827239396,3.031893929409067,20.874235099844675,14.303197285497712,6.8848830420374165,4.547840894113601,31.311352649767016,2262865.239,449030880.9,100539399.83999999,1.762819377086822e+41,1.5010191273441015e+43,5.40215349750256e+44,1981904026.0,1981808650.0,1981811794.0,70158.0,
0.52,0.6578947368421053,0,14.841882353289398,6.645274484589795,10.764051815187687,9.764396285058815,4.37189110828276,7.081613036307689,4.37189110828276,9.764396285058815,7.072633476549755,2.233449105481994,6.645274484589795,14.841882353289398,16303863.507000001,9290392.956,3401495.685,1.4928605323036425e+40,3.171785739559837e+43,2.122936785570832e+43,1981808859.0,1982084041.0,1982310818.0,96606.0,
