redshift,system_number,BH1_id,BH1_halo_pynbody,BH1_mass,BH1_mdot,BH1_Lbol,BH1_x,BH1_y,BH1_z,BH2_id,BH2_halo_pynbody,BH2_mass,BH2_mdot,BH2_Lbol,BH2_x,BH2_y,BH2_z,BH3_id,BH3_halo_pynbody,BH3_mass,BH3_mdot,BH3_Lbol,BH3_x,BH3_y,BH3_z,separation_BH1_BH2_kpc,separation_BH1_BH3_kpc,separation_BH2_BH3_kpc,Halo1_Mvir,Halo1_M200,Halo2_Mvir,Halo2_M200,Halo3_Mvir,Halo3_M200
2.52,1,1981839323.0,118178.0,5965455.066000001,0.022568806894793632,1.2809264813687405e+44,-2825.51318359375,-1216.91455078125,1231.2210693359375,1982125023.0,118178.0,4770098.181000001,0.04036415367676368,2.2909280753574723e+44,-2825.233642578125,-1217.3121337890625,1230.9940185546875,1983117804.0,118178.0,1170553.7523,0.00339005301500408,1.9240754287123667e+43,-2824.892578125,-1218.4678955078125,1230.6820068359375,0.5364396375959986,1.7574468317101901,1.2447736438207304,,,,,,
2.52,2,1981890562.0,114145.0,30319077.03,0.009422959016165144,5.348141704133553e+43,-125.87188720703125,-2538.338623046875,413.022705078125,1982041737.0,114145.0,15865980.795,0.0039554353237128154,2.2449666369620517e+43,-125.62088775634766,-2538.9814453125,412.61590576171875,1982433018.0,114145.0,5744403.144,0.003519520962830413,1.9975569041099314e+43,-126.00413513183594,-2540.502197265625,412.6979675292969,0.8010660854482083,2.1918023152815853,1.5704455378809556,,,,,,
2.65,0,1981808660.0,77995.0,85255716.24000001,0.002361751872701165,1.3404476941415205e+43,1522.411865234375,549.0513916015625,1161.8167724609375,1982126683.0,77995.0,8343784.194,0.002461245046526976,1.3969165370285165e+43,1521.75146484375,552.3818969726562,1163.39453125,1982186600.0,77995.0,7886966.121,0.016647418304778137,9.448491917369482e+43,1520.4102783203125,546.0289916992188,1160.52734375,3.74402423860823,3.847580765211264,7.097813104335491,,,,,,
2.65,1,1981808887.0,103992.0,63949751.58,0.011935986474083827,6.774448125319423e+43,-1147.81591796875,-1926.9146728515625,3290.8134765625,1982096562.0,103992.0,14693143.251,0.020299077149177572,1.1521045657813182e+44,-1149.34814453125,-1928.392578125,3292.46923828125,1982142775.0,103992.0,5380350.42,0.0030760449681696074,1.7458554526063458e+43,-1144.1431884765625,-1927.6290283203125,3286.24267578125,2.696936985797572,5.906899816349732,8.151359175123657,,,,,,
2.65,2,1981813029.0,58592.0,6014834.346,0.0035029387671927778,1.988145430295432e+43,-2652.336669921875,1401.57421875,1910.5667724609375,1982252697.0,58592.0,29411334.540000003,0.08198842072530049,4.653375774900458e+44,-2645.58984375,1404.3052978515625,1917.965576171875,1982350594.0,58592.0,1198885.1142,0.003203605820465447,1.8182545273351926e+43,-2644.11767578125,1402.576904296875,1918.9432373046875,10.378860862612592,11.778047642462642,2.471931248783229,,,,,,
2.65,3,1981817427.0,25739.0,2604936.219,0.004274354141538307,2.425973794790021e+43,1500.6920166015625,-479.33209228515625,-2170.0693359375,1982259168.0,25746.0,29189725.110000003,0.002233289917767167,1.2675371850967042e+43,1501.1781005859375,-500.6241149902344,-2168.5654296875,1982494268.0,25746.0,2402222.3279999997,0.00455858765940296,2.5872947904556884e+43,1501.640869140625,-498.30810546875,-2168.294921875,21.35060286086127,19.082398768236843,2.377231439182432,,,,,,
2.65,4,1981826424.0,60676.0,27722881.740000002,0.002869282438492399,1.6285042781056575e+43,-2720.096435546875,1735.756591796875,2256.578857421875,1982357923.0,60669.0,11284380.051,0.002121967983913473,1.2043547520619875e+43,-2733.27294921875,1737.266357421875,2232.956787109375,1982495406.0,60676.0,7549116.272999999,0.0024580601969910534,1.3951089279117583e+43,-2719.411865234375,1735.153564453125,2256.0146484375,27.090627726876953,1.072665030713688,26.986265254342605,,,,,,
2.79,0,1981808660.0,77156.0,63667612.71,0.03941937855095752,2.237305946229203e+44,1467.1903076171875,527.5848999023438,1105.3829345703125,1981813781.0,77156.0,15605086.961999997,0.09072530212437084,5.149250581256698e+44,1465.886474609375,526.9891967773438,1105.1007080078125,1982040170.0,77156.0,23215031.34,0.5141386518043921,2.9180710228124366e+45,1465.032958984375,526.2042236328125,1104.677490234375,1.4609909506826941,2.6567031817369045,1.2344168840014358,,,,,,
2.79,1,1981811108.0,83018.0,10405966.464000002,0.007658800295682739,4.3468669655363577e+43,1534.0362548828125,-570.2861328125,2551.2958984375,1981833629.0,83009.0,8877876.858,0.004317444965049793,2.4504306378996944e+43,1520.783935546875,-560.2627563476562,2549.2587890625,1984156384.0,83018.0,1320157.0419,0.002286555095933832,1.2977686357739867e+43,1534.68896484375,-571.0821533203125,2551.064453125,16.740425865053716,1.0551046747329507,17.710720293242716,,,,,,
2.79,2,1981811918.0,19512.0,4975699.167,0.011415683135977116,6.47914216287655e+43,2519.9365234375,-1871.7525634765625,-2561.48583984375,1981829732.0,19512.0,2115344.64,0.00205514812426383,1.1664301386317952e+43,2518.147216796875,-1872.4642333984375,-2562.298583984375,1982173321.0,19512.0,7479188.841,0.0038994763731093284,2.2132062953402059e+43,2522.248291015625,-1873.7996826171875,-2560.890380859375,2.0901304672212597,3.144763506729254,4.537099338213312,,,,,,
2.79,3,1981821217.0,101288.0,7629297.870000001,0.005839860256086926,3.314500267730249e+43,992.6083984375,-2615.618896484375,1816.6697998046875,1981825173.0,101288.0,42536466.63,0.052386483900990564,2.9732734569170328e+44,992.0081787109375,-2615.97802734375,1816.8414306640625,1982870188.0,101288.0,2388822.2249999996,0.004468234240907036,2.536013352773521e+43,992.9111328125,-2618.550537109375,1817.76220703125,0.7202054194464169,3.143170120213509,2.877666019908416,,,,,,
2.79,4,1981839323.0,116000.0,4677253.188,0.007056634881929623,4.0050989543887826e+43,-2623.902587890625,-1136.0626220703125,1123.8782958984375,1982125023.0,116000.0,3331687.719,0.002560323427074906,1.4531499577700665e+43,-2623.71337890625,-1134.977783203125,1124.557373046875,1983000859.0,116000.0,1079048.7696,0.0034606393883264467,1.9641377834632763e+43,-2624.107666015625,-1134.786865234375,1123.615966796875,1.2937624129100689,1.3184950130058761,1.0383437402661904,,,,,,
2.93,0,1981808650.0,76443.0,23065300.62,0.048189443412258434,2.7350641297490122e+44,1412.450439453125,503.08917236328125,1049.8773193359375,1981813781.0,76443.0,13583284.2,0.004084760239374361,2.3183669323094624e+43,1412.912353515625,502.2694091796875,1050.75439453125,1982040170.0,76443.0,21197648.82,0.006739675604761712,3.825203963247921e+43,1410.7301025390625,501.3149719238281,1050.1566162109375,1.2863270099564397,2.487037000453856,2.455709412841021,,,,,,
2.93,1,1981808959.0,117455.0,56969154.089999996,0.026811665353645847,1.5217362761433556e+44,-2147.23388671875,-1046.7293701171875,2580.39892578125,1981815952.0,117455.0,13255708.428,0.01032625481418308,5.860820780871633e+43,-2147.598876953125,-1047.42626953125,2580.13671875,1982181437.0,117455.0,4993977.465,0.0030186366249629463,1.713272486476275e+43,-2146.41748046875,-1045.48828125,2581.541259765625,0.8292401291222656,1.8739657609342486,2.669125642626972,,,,,,
2.93,2,1981808997.0,100591.0,78312551.42999999,0.09439550747280433,5.3575585899513965e+44,1198.114013671875,-2506.003662109375,1681.9647216796875,1981811455.0,100599.0,8002131.345,0.004730135670109619,2.6846594366085065e+43,1199.698486328125,-2488.390625,1689.7056884765625,1982359789.0,100591.0,1160761.5225000002,0.002438331293728105,1.3839114929938747e+43,1195.0206298828125,-2510.79248046875,1681.1927490234375,19.304201531401034,5.753064081645486,24.41711710047458,,,,,,
2.93,3,1981810761.0,94728.0,3870718.311,0.003602193554077278,2.0444789730988383e+43,1838.6011962890625,-3003.35107421875,99.15274810791016,1981818362.0,94728.0,18065628.609,0.0041858410702293085,2.3757368737531663e+43,1838.503173828125,-3002.885498046875,97.50462341308594,1982474749.0,94728.0,3788565.525,0.0034141300960765526,1.9377407371549265e+43,1837.9552001953125,-3002.412353515625,98.44131469726562,1.7154254820176384,1.3433707639356542,1.1838629192468624,,,,,,
2.93,4,1981811972.0,70570.0,90536909.88,0.0043124674457152064,2.447605572154341e+43,1724.46875,3128.4970703125,1805.1802978515625,1982047724.0,70570.0,15543203.574,0.004147179476087392,2.3537939061965885e+43,1722.1124267578125,3128.2314453125,1806.001220703125,1982200232.0,70570.0,26855757.689999998,0.007498175174626979,4.2557017692136203e+43,1725.18408203125,3127.1005859375,1805.3040771484375,2.5093286334227964,1.5739090948610281,3.3466278820185726,,,,,,
2.93,5,1981815303.0,25185.0,36300540.54,0.07380507380395569,4.1889176479537445e+44,1311.621337890625,-474.90460205078125,-1890.0013427734375,1982245919.0,25185.0,13008413.807999998,0.002408876203259643,1.367193814665532e+43,1310.7510986328125,-474.53192138671875,-1890.8367919921875,1982477778.0,25185.0,3508377.9329999997,0.0035353117138228938,2.0065191816469128e+43,1311.5821533203125,-473.78338623046875,-1890.614501953125,1.2626094567656707,1.2785243548343752,1.1403375093472732,,,,,,
2.93,6,1981826424.0,58662.0,24827623.23,0.007761306680446728,4.405046001479927e+43,-2532.706298828125,1606.4578857421875,2060.122802734375,1981844761.0,58662.0,4059096.282,0.00437139192986861,2.481049046816043e+43,-2531.629638671875,1606.9423828125,2060.862060546875,1982495406.0,58662.0,7357592.364,0.004253657387293634,2.4142270415327627e+43,-2532.072998046875,1610.006591796875,2058.617919921875,1.392995555104163,3.906284272997229,3.8238869465636993,,,,,,
2.93,7,1981854146.0,96746.0,11194262.865,0.02718717246359989,1.5430487453104049e+44,363.6702575683594,-1636.123046875,362.6990051269531,1982370541.0,96746.0,3542525.298,0.0024065304757571364,1.365862461843009e+43,365.1455078125,-1639.6903076171875,362.3787841796875,1982420747.0,96746.0,3824863.2780000004,0.00233137660863924,1.3232077574905213e+43,364.62933349609375,-1637.881103515625,363.218505859375,3.873532488653836,2.068929867779978,2.0602883063700643,,,,,,
2.98,0,1981809775.0,60333.0,50487128.04,0.008838529590845613,5.016440019205053e+43,-2812.447265625,2532.12255859375,2846.500732421875,1981814844.0,60333.0,104809712.00999999,0.018322467986598263,1.0399191484720849e+44,-2811.312744140625,2528.274169921875,2838.35205078125,1982956101.0,60338.0,7345944.429,0.006704918788718481,3.805477211060544e+43,-2820.311279296875,2557.461181640625,2841.201416015625,9.082854553970531,27.054967812152583,30.67530228486073,,,,,,
2.98,1,1981824322.0,80038.0,9399624.702,0.007206437235849836,4.0901215269165476e+43,784.21435546875,1236.3260498046875,2023.14892578125,1982552077.0,80038.0,1278501.2388,0.0025403036917435572,1.4417874567502036e+43,783.5667724609375,1236.2099609375,2023.082275390625,1983239500.0,80038.0,1124081.4783,0.007747432560462394,4.397171536615007e+43,783.82421875,1236.380859375,2023.2681884765625,0.6612735074557475,0.41162402603353915,0.3606224385902768,,,,,,
2.98,2,1982028670.0,8418.0,6118789.677,0.0022577007405574752,1.2813919136562893e+43,-1245.627197265625,-654.3460693359375,-552.9520263671875,1982341813.0,8418.0,2161717.359,0.004312567568230558,2.447662398189449e+43,-1244.91845703125,-654.2027587890625,-551.7683715820312,1982370036.0,8418.0,1048224.5505,0.006111573691793894,3.468715303005787e+43,-1245.0802001953125,-653.4077758789062,-552.5059204101562,1.38704336020574,1.1741426367085388,1.0964200620337123,,,,,,
3.0,0,1981808997.0,99072.0,74437472.61,0.04204664103115272,2.3864201683534083e+44,1181.3741455078125,-2467.066650390625,1650.4320068359375,1981809470.0,99072.0,37171049.46,0.013265899542273014,7.529260231649628e+43,1179.4892578125,-2466.293212890625,1650.7877197265625,1983251148.0,99072.0,6842873.103,0.0020048103377364717,1.1378601729809953e+43,1179.5087890625,-2466.40185546875,1649.8284912109375,2.068221180363336,2.0702024214648223,0.9655589182936224,,,,,,
3.0,1,1981810849.0,105112.0,91079882.85000001,0.03829466896184937,2.173471366791584e+44,-735.4439086914062,-40.95003128051758,1616.8634033203125,1981985461.0,105112.0,9093094.857,0.0020630482674988968,1.1709139834019582e+43,-735.6048583984375,-41.72335433959961,1615.240966796875,1982196661.0,105112.0,1174245.2517000001,0.0026456182746761986,1.5015603276784602e+43,-735.470703125,-41.56858825683594,1616.53076171875,1.804503708637197,0.7028378971809832,1.3059560169698057,,,,,,
3.0,2,1981814844.0,60105.0,104342599.95,0.03392336761901845,1.9253716035131557e+44,-2796.71044921875,2516.6357421875,2822.44384765625,1981816385.0,60114.0,21250213.86,0.0022056418003138464,1.2518450814019713e+43,-2784.25439453125,2513.192626953125,2798.70361328125,1982860481.0,60105.0,1360323.5022,0.003501422626246036,1.9872849217638014e+43,-2800.350341796875,2514.56640625,2829.47265625,27.02974415482151,8.181388601581782,34.75198977248766,,,,,,
3.0,3,1981978879.0,118031.0,1151638.3023,0.0025999624076762,1.4756476556693613e+43,-2113.2080078125,-1026.4090576171875,2541.001708984375,1982102827.0,118031.0,4108674.672,0.002988785812171907,1.696330210009173e+43,-2111.260986328125,-1025.9749755859375,2543.50390625,1982740097.0,118031.0,2487122.832,0.010744528541408423,6.098218307538117e+43,-2113.70654296875,-1025.54638671875,2540.678466796875,3.2000485975330406,1.0474845549257328,3.7613220817762203,,,,,,
